organisation,federalState,media,transferType,period,amount
"City Center Amstetten GmbH","AT-9","Kronehit",2,20161,10917.38
"City Center Amstetten GmbH","AT-9","NÖN",2,20161,6584.16
"City Center Amstetten GmbH","AT-9","Tips",2,20161,6232.04
"Congress und Messe Innsbruck GmbH","AT-7","Bezirksblätter Tirol",2,20161,5388.52
"Congress und Messe Innsbruck GmbH","AT-7","Kronen Zeitung",2,20161,12299.72
"Congress und Messe Innsbruck GmbH","AT-7","ORF Radio Tirol",2,20161,8000
"Congress und Messe Innsbruck GmbH","AT-7","ORF 2",2,20161,10000
"Congress und Messe Innsbruck GmbH","AT-7","Tiroler Tageszeitung",2,20161,33385.2
"CYTA-Errichtungs- und Management GmbH & CO KG","Unknown","Bezirksblätter Tirol",2,20161,14157
"CYTA-Errichtungs- und Management GmbH & CO KG","Unknown","Tiroler Tageszeitung",2,20161,5504
"Dachstein Tourismus AG","AT-4","LT1",2,20161,6615
"Dornbirner Sparkasse Bank AG","AT-8","ORF eins",2,20161,14878
"Dornbirner Sparkasse Bank AG","AT-8","ORF 2",2,20161,5060
"Dornbirner Sparkasse Bank AG","AT-8","ProSieben Austria",2,20161,7055
"Dornbirner Sparkasse Bank AG","AT-8","Vorarlberger Nachrichten",2,20161,11770.96
"E 1 Wärme und Energie GmbH","AT-6","der Grazer",2,20161,6000
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Bezirksblätter Niederösterreich",2,20161,19320.18
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Heute",2,20161,18749.13
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Kronen Zeitung",2,20161,17085.82
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Kurier",2,20161,28469.17
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","NÖN",2,20161,22275
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Österreich",2,20161,13830.99
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","profil",2,20161,13188.6
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Servus in Stadt & Land",2,20161,10000
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","Wirtschaftsnachrichten",2,20161,10370
"ecoplus.Niederösterreichs Wirtschaftsagentur GmbH","AT-3","donau.com",4,20161,11200
"EKZ Tulln Errichtungs GmbH","AT-9","Kronehit",2,20161,10428.27
"EKZ Tulln Errichtungs GmbH","AT-9","NÖN",2,20161,5042.07
"ENAMO GmbH","AT-4","Kronen Zeitung",2,20161,22890.8
"ENAMO GmbH","AT-4","LT1",2,20161,7226
"ENAMO GmbH","AT-4","ORF Radio Oberösterreich",2,20161,12420
"Energie AG Oberösterreich","AT-4","ORF Radio Oberösterreich",2,20161,9891.74
"Energie AG Oberösterreich","AT-4","Sportmagazin",2,20161,8440
"Energie AG Oberösterreich Power Solutions GmbH","AT-4","City! Magazin",2,20161,8220
"Energie AG Oberösterreich Power Solutions GmbH","AT-4","LT1",2,20161,6260
"Energie AG Oberösterreich Power Solutions GmbH","AT-4","Neues Volksblatt",2,20161,9950
"Energie AG Oberösterreich Power Solutions GmbH","AT-4","ORF Radio Oberösterreich",2,20161,12500
"Energie AG Oberösterreich Telekom GmbH","AT-4","City! Magazin",2,20161,5070
"Energie AG Oberösterreich Telekom GmbH","AT-4","Heute",2,20161,7210.92
"Energie AG Oberösterreich Telekom GmbH","AT-4","Neues Volksblatt",2,20161,10400
"Energie AG Oberösterreich Telekom GmbH","AT-4","OÖ Nachrichten",2,20161,16366.97
"Energie AG Oberösterreich Telekom GmbH","AT-4","Tips",2,20161,8247.01
"Energie AG Oberösterreich Telekom GmbH","AT-4","Weekend Magazin",2,20161,7571
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","Bezirksrundschau Oberösterreich",2,20161,7387.92
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","Kronen Zeitung",2,20161,10363.54
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","Neues Volksblatt",2,20161,9408
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","OÖ Nachrichten",2,20161,25580.29
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","ORF Radio Oberösterreich",2,20161,12500
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","Tips",2,20161,8540.059999999999
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","Weekend Magazin",2,20161,7209
"Energie AG Oberösterreich Vertrieb GmbH & Co KG","AT-4","youtube.at",2,20161,6176.48
"Energie Burgenland AG","AT-1","Bezirksblätter Burgenland",2,20161,9709
"Energie Burgenland AG","AT-1","Burgenländischer Agrarkurier",2,20161,5601
"Energie Burgenland AG","AT-1","BVZ",2,20161,7274
"Energie Burgenland AG","AT-1","ORF Radio Burgenland",2,20161,10000
"Energie Burgenland AG","AT-1","ORF 2",2,20161,10223
"Energie Burgenland AG","AT-1","schau",2,20161,11000
"Energie Burgenland AG","AT-1","Schau TV",2,20161,70545
"Energie Klagenfurt GmbH","AT-2","Kronen Zeitung",2,20161,15066
"Energie Klagenfurt GmbH","AT-2","Woche Kärnten",2,20161,9187.73
"Energie Steiermark AG","AT-6","JOURNAL GRAZ",2,20161,6000
"Energie Steiermark AG","AT-6","Kleine Zeitung",2,20161,29492
"Energie Steiermark AG","AT-6","Weekend Magazin",2,20161,8570
"Energie Steiermark AG","AT-6","Wirtschaftsnachrichten",2,20161,7065
"Energie Steiermark Kunden GmbH","AT-6","Antenne Steiermark",2,20161,7155
"Energie Steiermark Kunden GmbH","AT-6","Kleine Zeitung",2,20161,27885
"Energie Steiermark Kunden GmbH","AT-6","Kronen Zeitung",2,20161,5319
"ENERGIEALLIANZ Austria GmbH","AT-9","Das österreichische Industriemagazin",2,20161,5143.48
"ENERGIEALLIANZ Austria GmbH","AT-9","GEWINN",2,20161,10241.4
"Energienetze Steiermark GmbH","AT-6","Kleine Zeitung",2,20161,28938
"Energienetze Steiermark GmbH","AT-6","Kronen Zeitung",2,20161,5319
"Energiesparverband Oberösterreich","AT-4","Tips",2,20161,5966.96
"Energiesparverband Oberösterreich","AT-4","google.at",2,20161,9480.799999999999
"EVN AG","AT-3","ORF Radio Niederösterreich",2,20161,5100
"EVN AG","AT-3","ORF 2",2,20161,11400
"EVN AG","AT-3","Österreich",2,20161,15000
"EVN AG","AT-3","facebook.com",2,20161,10782.37
"EVN AG","AT-3","google.at",2,20161,21684.26
"EVN Energievertrieb GmbH & Co KG","AT-3","ATV",2,20161,23502.55
"EVN Energievertrieb GmbH & Co KG","AT-3","Bezirksblätter Niederösterreich",2,20161,70658.55
"EVN Energievertrieb GmbH & Co KG","AT-3","Der Standard",2,20161,5610
"EVN Energievertrieb GmbH & Co KG","AT-3","Die Presse",2,20161,8766.9
"EVN Energievertrieb GmbH & Co KG","AT-3","Heute",2,20161,19454.01
"EVN Energievertrieb GmbH & Co KG","AT-3","Kabel 1 austria",2,20161,44058.02
"EVN Energievertrieb GmbH & Co KG","AT-3","Kronen Zeitung",2,20161,35096.38
"EVN Energievertrieb GmbH & Co KG","AT-3","Kurier",2,20161,18364.43
"EVN Energievertrieb GmbH & Co KG","AT-3","NÖN",2,20161,57937.23
"EVN Energievertrieb GmbH & Co KG","AT-3","ORF 2",2,20161,57693.75
"EVN Energievertrieb GmbH & Co KG","AT-3","ProSieben Austria",2,20161,23818.06
"EVN Energievertrieb GmbH & Co KG","AT-3","Puls 4",2,20161,37321.17
"EVN Energievertrieb GmbH & Co KG","AT-3","RTL",2,20161,43861.97
"EVN Energievertrieb GmbH & Co KG","AT-3","RTL II",2,20161,40864.75
"EVN Energievertrieb GmbH & Co KG","AT-3","RTL Nitro",2,20161,7214.39
"EVN Energievertrieb GmbH & Co KG","AT-3","Servus TV",2,20161,5306.06
"EVN Energievertrieb GmbH & Co KG","AT-3","VOX",2,20161,34957.86
"EVN Energievertrieb GmbH & Co KG","AT-3","krone.at",2,20161,8978.42
"EVN Energievertrieb GmbH & Co KG","AT-3","youtube.com",2,20161,7534.06
"evn wasser Gesellschaft m.b.H.","AT-3","NÖN",2,20161,6986.58
"Fachhochschule Burgenland GmbH","AT-1","BVZ",2,20161,27381.5
"Fachhochschule Burgenland GmbH","AT-1","derstandard.at App",2,20161,11510
"Fachhochschule Burgenland GmbH","AT-1","Die Presse",2,20161,8269.389999999999
"Fachhochschule Kärnten gemeinnützige Privatstiftung","AT-2","Kleine Zeitung",2,20161,48009.93
"Fachhochschule Kärnten gemeinnützige Privatstiftung","AT-2","Woche Kärnten",2,20161,10680.58
"Fachhochschule St. Pölten GmbH","AT-3","Der Standard",2,20161,7522.09
"Fachhochschule St. Pölten GmbH","AT-3","Die Presse",2,20161,5866.7
"Fachhochschule St. Pölten GmbH","AT-3","NÖN",2,20161,6331
"Fachhochschule St. Pölten GmbH","AT-3","facebook.com",2,20161,7927.57
"Fachhochschule St. Pölten GmbH","AT-3","google.at",2,20161,17649
"Fachhochschule Vorarlberg GmbH","AT-8","Die Wirtschaft - Zeitung der Wirtschaftskammer Vorarlberg",2,20161,10617.88
"Fachhochschule Vorarlberg GmbH","AT-8","Neue Vorarlberger Tageszeitung",2,20161,5775
"Fachhochschule Vorarlberg GmbH","AT-8","Vorarlberger Nachrichten",2,20161,16800
"Fachhochschule Vorarlberg GmbH","AT-8","Wann & Wo",2,20161,5250
"Fachhochschule Wiener Neustadt für Wirtschaft und Technik Gesellschaft m.b.H.","AT-3","Der Standard",2,20161,12880
"Fachhochschule Wiener Neustadt für Wirtschaft und Technik Gesellschaft m.b.H.","AT-3","Kronehit",2,20161,5700
"Fachhochschule Wiener Neustadt für Wirtschaft und Technik Gesellschaft m.b.H.","AT-3","NÖN",2,20161,7000
"FACULTAS Verlags- und Buchhandels AG","AT-9","Der Standard",2,20161,38550
"FACULTAS Verlags- und Buchhandels AG","AT-9","Die Presse",2,20161,36542.5
"Familie & Beruf Management GmbH","AT-9","Heute",2,20161,8118.18
"Familie & Beruf Management GmbH","AT-9","NÖN",2,20161,9575.74
"feibra GmbH","AT-9","ExtraDienst",2,20161,6000
"feibra GmbH","AT-9","medianet",2,20161,6133.57
"feibra GmbH","AT-9","Postal Technology International",2,20161,5214.95
"FH Gesundheitsberufe OÖ GmbH","AT-4","Life Radio",2,20161,9750
"FH Gesundheitsberufe OÖ GmbH","AT-4","OÖ Nachrichten",2,20161,8616.809999999999
"FH Gesundheitsberufe OÖ GmbH","AT-4","Tips",2,20161,7825.92
"FH JOANNEUM Gesellschaft mbH","AT-6","Der Standard",2,20161,28875
"FH JOANNEUM Gesellschaft mbH","AT-6","Kleine Zeitung",2,20161,51887
"FH OÖ Studienbetriebs GmbH","AT-4","Die Presse",2,20161,6725.68
"FH OÖ Studienbetriebs GmbH","AT-4","NÖN",2,20161,10369.6
"FH OÖ Studienbetriebs GmbH","AT-4","OÖ Nachrichten",2,20161,14699.23
"FH OÖ Studienbetriebs GmbH","AT-4","Passauer Neue Presse",2,20161,19087.38
"FH OÖ Studienbetriebs GmbH","AT-4","Salzburger Nachrichten",2,20161,12340.6
"FH OÖ Studienbetriebs GmbH","AT-4","Salzburger Woche",2,20161,10342.8
"FH OÖ Studienbetriebs GmbH","AT-4","Tips",2,20161,16496.77
"FH OÖ Studienbetriebs GmbH","AT-4","derstandard.at",2,20161,7264.55
"FH OÖ Studienbetriebs GmbH","AT-4","facebook.com",2,20161,11196.95
"FH OÖ Studienbetriebs GmbH","AT-4","google.at",2,20161,5495.45
"Flughafen Graz Betriebs GmbH","AT-6","Kleine Zeitung",2,20161,5620.74
"Flughafen Graz Betriebs GmbH","AT-6","Via Airportjournal Graz",2,20161,5100
"Flughafen Graz Betriebs GmbH","AT-6","Weekend Magazin",2,20161,6411
"Flughafen Linz GesmbH","AT-4","nachrichten.at (OÖNachrichten)",2,20161,16100
"Flughafen Wien Aktiengesellschaft","AT-9","Airline Business",2,20161,17824.5
"Flughafen Wien Aktiengesellschaft","AT-9","ATW Air Transport World",2,20161,13033.69
"Flughafen Wien Aktiengesellschaft","AT-9","Die Presse",2,20161,14849.52
"Flughafen Wien Aktiengesellschaft","AT-9","Eltern Österreich",2,20161,7741.8
"Flughafen Wien Aktiengesellschaft","AT-9","ExtraDienst",2,20161,9750
"Flughafen Wien Aktiengesellschaft","AT-9","facebook.com App",2,20161,9610.26
"Flughafen Wien Aktiengesellschaft","AT-9","Faktum",2,20161,10950
"Flughafen Wien Aktiengesellschaft","AT-9","Falstaff-Magazin",2,20161,12157.12
"Flughafen Wien Aktiengesellschaft","AT-9","GEWINN",2,20161,15000
"Flughafen Wien Aktiengesellschaft","AT-9","Heute",2,20161,16202.36
"Flughafen Wien Aktiengesellschaft","AT-9","International Airport Review",2,20161,6556.9
"Flughafen Wien Aktiengesellschaft","AT-9","Kronen Zeitung",2,20161,6669
"Flughafen Wien Aktiengesellschaft","AT-9","look!wienlive",2,20161,9345
"Flughafen Wien Aktiengesellschaft","AT-9","NEWS",2,20161,11980
"Flughafen Wien Aktiengesellschaft","AT-9","NÖN",2,20161,6003.72
"Flughafen Wien Aktiengesellschaft","AT-9","ORF Radio Wien",2,20161,22400
"Flughafen Wien Aktiengesellschaft","AT-9","Orient Aviation",2,20161,6451.5
"Flughafen Wien Aktiengesellschaft","AT-9","Österreich",2,20161,14798.52
"Flughafen Wien Aktiengesellschaft","AT-9","Reiselust",2,20161,15000
"Flughafen Wien Aktiengesellschaft","AT-9","Routes News",2,20161,5880
"Flughafen Wien Aktiengesellschaft","AT-9","tv-media",2,20161,9918.790000000001
"Flughafen Wien Aktiengesellschaft","AT-9","google.at",2,20161,12133.92
"Flughafen Wien Aktiengesellschaft","AT-9","index.hu",2,20161,5436.6
"Fonds zur Förderung der wissenschaftlichen Forschung (FWF)","AT-9","Der Standard",2,20161,14300
"Fonds zur Förderung der wissenschaftlichen Forschung (FWF)","AT-9","Die Presse",2,20161,13356
"Fonds zur Förderung der wissenschaftlichen Forschung (FWF)","AT-9","Universum Magazin",2,20161,6818.18
"Freizeit Graz GmbH","AT-6","Antenne Steiermark",2,20161,7690
"Galsterbergalm Bahnen Gesellschaft m.b.H. & CoKG","AT-6","ORF 2",2,20161,5571.11
"Gemeinnützige Salzburger Landeskliniken Betriebsgesellschaft mbH","AT-5","ORF Radio Salzburg",2,20161,12170.28
"Gemeinnützige Salzburger Landeskliniken Betriebsgesellschaft mbH","AT-5","Salzburger Fenster",2,20161,7900
"GESIBA Gemeinnützige Siedlungs- und Bauaktiengesellschaft","AT-9","Heute",2,20161,14400
"GESIBA Gemeinnützige Siedlungs- und Bauaktiengesellschaft","AT-9","Österreich",2,20161,13981.95
"Gesundheit Österreich GmbH","AT-9","Kommunal",2,20161,6810
"GIS Gebühren Info Service GmbH","AT-9","Hitradio Ö3",2,20161,49593.12
"GIS Gebühren Info Service GmbH","AT-9","ORF eins",2,20161,34320
"GIS Gebühren Info Service GmbH","AT-9","ORF 2",2,20161,58200
"GIS Gebühren Info Service GmbH","AT-9","gmx.at",2,20161,7287.2
"GIS Gebühren Info Service GmbH","AT-9","google.at",2,20161,6763.27
"GIS Gebühren Info Service GmbH","AT-9","kurier.at",2,20161,7579.92
"Grafenegg Kulturbetriebsgesellschaft m.b.H.","AT-3","Servus in Stadt & Land",2,20161,10000
"Graz Tourismus und Stadtmarketing GmbH","AT-6","Kleine Zeitung",2,20161,17549.71
"Grazer Spielstätten Orpheum, Dom im Berg u. Schloßbergbühne Kasematten GmbH","AT-6","Kleine Zeitung",2,20161,9185.16
"Grazer Spielstätten Orpheum, Dom im Berg u. Schloßbergbühne Kasematten GmbH","AT-6","Radio Soundportal",2,20161,5512.5
"GS1 Austria GmbH","AT-9","medianet",2,20161,5500
"Hauptverband der österreichischen Sozialversicherungsträger","AT-9","Kurier",2,20161,37500
"Hauptverband der österreichischen Sozialversicherungsträger","AT-9","UG - Unsere Generation",2,20161,5355
"Hauptverband der österreichischen Sozialversicherungsträger","AT-9","netdoktor.at",2,20161,12510
"Hauptverband der österreichischen Sozialversicherungsträger","AT-9","MiniMed",4,20161,20000.04
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Bergfex",2,20161,5500
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Extra Blick",2,20161,11122.5
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","facebook.com App",2,20161,13064.74
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Hitradio Ö3",2,20161,9084.5
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Kleine Zeitung",2,20161,22800
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Kronen Zeitung",2,20161,23416.57
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","ORF Radio Steiermark",2,20161,6872.54
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","ORF 2",2,20161,17448.25
"Hauser Kaibling Seilbahn- und Liftgesellschaft m.b.H. & Co. KG.","AT-6","Tips",2,20161,27510
"Holding Graz - Kommunale Dienstleistungen GmbH","AT-6","Cool",2,20161,8950
"Holding Graz - Kommunale Dienstleistungen GmbH","AT-6","JOURNAL GRAZ",2,20161,5100
"Holding Graz - Kommunale Dienstleistungen GmbH","AT-6","Österreich",2,20161,12000
"Holding Graz - Kommunale Dienstleistungen GmbH","AT-6","Weekend Magazin",2,20161,7323
"Hypo Immobilien & Leasing GmbH","AT-8","Leben und Wohnen",2,20161,11246.76
"Hypo Immobilien & Leasing GmbH","AT-8","laendleimmo.at",2,20161,5352.96
"HYPO NOE Gruppe Bank AG","AT-3","Die Presse",2,20161,6514.88
"HYPO NOE Gruppe Bank AG","AT-3","Gesund + Leben in Niederösterreich",2,20161,10534.04
"HYPO NOE Gruppe Bank AG","AT-3","Heute",2,20161,14059.13
"HYPO NOE Gruppe Bank AG","AT-3","Kurier",2,20161,8200.01
"HYPO NOE Gruppe Bank AG","AT-3","NÖ Gemeinde",2,20161,7592.62
"HYPO NOE Gruppe Bank AG","AT-3","NÖN",2,20161,12016.7
"HYPO NOE Gruppe Bank AG","AT-3","Österreich",2,20161,17958.01
"HYPO NOE Gruppe Bank AG","AT-3","Radio Ö24 102.5",2,20161,7603
"HYPO NOE Landesbank AG","AT-3","Bezirksblätter Niederösterreich",2,20161,9660.07
"HYPO NOE Landesbank AG","AT-3","Heute",2,20161,8531.280000000001
"HYPO NOE Landesbank AG","AT-3","Kronen Zeitung",2,20161,9705.07
"HYPO NOE Landesbank AG","AT-3","NÖN",2,20161,5457.16
"HYPO NOE Landesbank AG","AT-3","ORF Radio Niederösterreich",2,20161,10685.71
"HYPO NOE Landesbank AG","AT-3","Österreich",2,20161,9652.32
"HYPO TIROL BANK AG","AT-7","Bezirksblätter Tirol",2,20161,20717.25
"HYPO TIROL BANK AG","AT-7","ORF Radio Tirol",2,20161,26500
"HYPO TIROL BANK AG","AT-7","ORF 2",2,20161,26500
"HYPO TIROL BANK AG","AT-7","Rundschau - Oberländer Wochenzeitung",2,20161,5203.41
"HYPO TIROL BANK AG","AT-7","Tiroler Tageszeitung",2,20161,11405.38
"HYPO TIROL BANK AG","AT-7","tt.com",2,20161,7947.5
"HYPO TIROL LEASING GMBH","AT-7","Sonderseite TT",2,20161,7000
"IG Immobilien Management GmbH","AT-9","Der Standard",2,20161,6383
"IG Immobilien Management GmbH","AT-9","Kurier",2,20161,7792
"Illwerke Seilbahn-Betriebsgesellschaft mbH","AT-8","Antenne Vorarlberg",2,20161,8000
"Illwerke Seilbahn-Betriebsgesellschaft mbH","AT-8","google.at",2,20161,17000
"Illwerke Seilbahn-Betriebsgesellschaft mbH","AT-8","vol.at",2,20161,15000
"Innsbrucker Kommunalbetriebe Aktiengesellschaft","AT-7","Bezirksblätter Tirol",2,20161,13394.26
"Innsbrucker Kommunalbetriebe Aktiengesellschaft","AT-7","Innsbruck informiert",2,20161,14411
"Innsbrucker Kommunalbetriebe Aktiengesellschaft","AT-7","Tiroler Tageszeitung",2,20161,13076.31
"Innsbrucker Verkehrsbetriebe und Stubaitalbahn GmbH","AT-7","Innsbruck informiert",2,20161,5448.72
"Innsbrucker Verkehrsbetriebe und Stubaitalbahn GmbH","AT-7","tt.com",2,20161,8788.5
"Innsbrucker Verkehrsbetriebe und Stubaitalbahn GmbH","AT-7","6020 Stadtmagazin",2,20161,24000
"innsbruck-tirol sports gmbH","AT-7","Tiroler Tageszeitung",2,20161,20277
"innsbruck-tirol sports gmbH","AT-7","tt.com",2,20161,8000
"kabelplus GmbH","AT-3","gotv",2,20161,5408.7
"kabelplus GmbH","AT-3","NÖN",2,20161,7142.86
"kabelplus GmbH","AT-3","google.at",2,20161,13262.88
